userName,password,email,name,surname,dateOfBirth,gender,maritalState,hasKids,hasPets,extrovert,natureLover,museumLover,sportLover
stephensdaniel,@lDyOWeFg7,kking@example.com,Amanda,Mercado,1962-01-15,Other,Single,0,1,0,0,1,1
xwade,u1&c0DKi+d,pollarderica@example.org,Wyatt,Franco,1968-07-04,Male,Married,1,1,1,1,1,1
allison70,)9K(PaM(It,stafforddavid@example.com,Amber,Carter,1974-06-16,Male,Married,0,1,1,0,0,1
gperkins,x+0wh7ZbcY,ereynolds@example.org,Helen,Clarke,2004-12-16,Other,Married,0,0,1,1,1,1
dortiz,Ta13IiOx@A,veronica68@example.net,Gregory,Carson,1944-12-03,Male,Divorced,1,1,0,0,1,0
marissawest,_mOb9eB+2@,daltoncourtney@example.com,Jennifer,Thomas,1985-01-12,Female,Divorced,1,1,1,1,1,1
fowen,z!J7(Jg$I),michaelmolina@example.com,Tasha,Garcia,1982-05-21,Female,Married,1,0,0,0,0,0
joneseric,#N13ZbxJqR,nguyenjames@example.org,Carolyn,Jackson,1950-03-22,Other,Married,1,0,0,1,0,1
pierceemily,k63Bou7g(*,ibrown@example.com,Andrea,Phillips,1981-12-20,Female,Divorced,1,1,1,1,0,1
tannermitchell,w0c(5OJgzx,mmolina@example.net,Whitney,Maldonado,1963-12-18,Other,Divorced,1,0,0,1,0,1
elizabethgarcia,NKGm0Lm$Q(,lparrish@example.com,Johnny,Brown,1978-03-10,Female,Married,0,1,1,0,1,1
romanheather,_O0TnVmtz6,cody14@example.net,Brad,Ross,1986-04-18,Female,Single,1,0,0,1,0,1
klowe,!46QVUxl$5,melaniebuckley@example.net,William,Myers,1951-07-23,Female,Divorced,0,0,1,1,1,1
richrachel,T#3QSlJwIL,glenowens@example.net,Mitchell,Byrd,1979-08-03,Other,Married,1,1,1,1,0,1
johnlopez,3qX+@Ust%&,rmoore@example.com,Kimberly,Jackson,1990-07-17,Other,Married,0,1,1,0,0,0
wharris,!eR7&2Gs!U,preston45@example.com,Kevin,Carter,1961-09-24,Female,Divorced,0,1,1,0,0,1
waynemorgan,Qs20uW8vx!,lopezmichelle@example.org,John,Gilmore,1979-08-30,Female,Single,1,1,1,1,1,0
haaskaren,@xZkqr@jE7,joseph62@example.net,Kelsey,Zuniga,1981-11-01,Other,Divorced,1,0,0,1,1,0
coleamy,CQ%W0OOm%V,littlederek@example.com,Albert,Williams,1984-01-18,Female,Married,0,1,0,1,0,1
hermankristen,^1mN5^ch2H,robin42@example.org,Ashley,Schroeder,1951-08-26,Male,Married,0,0,0,1,1,0
nguyentravis,)05IYEvG&l,cedwards@example.com,Matthew,Taylor,1997-09-06,Female,Single,0,1,1,0,0,0
shanedavila,(yGDiO&c%8,jjohnson@example.com,Kristina,Moreno,1998-12-16,Other,Married,0,1,1,0,1,1
michele56,)3^C^Awiu7,rodriguezchristine@example.net,Michelle,Simpson,1993-01-26,Female,Single,1,0,1,1,1,1
samuel67,^IBOWCqa79,timothymurray@example.org,Shannon,Cortez,1945-03-19,Male,Divorced,1,1,1,0,1,0
xanderson,Iv0YWBMe!0,justinmiller@example.net,Michael,Wallace,1952-11-04,Male,Single,0,0,1,1,0,0
stanleykeith,&8K(gCtK0Z,walkerwendy@example.net,Nathan,Howe,1970-02-05,Male,Single,0,1,1,1,1,1
sarahburton,h8bIjJvX&&,tim98@example.org,Nancy,King,1949-01-28,Other,Single,0,0,1,1,0,1
sarah75,%U_&12CgI),nsmith@example.com,Bonnie,Brewer,1954-01-27,Male,Married,1,0,0,0,0,0
matthewbyrd,5N82JTJb@a,williamsdaniel@example.org,Dean,Ellis,1956-07-01,Female,Married,1,0,1,0,0,1
aaron62,s*)C7Pfnze,richardalexander@example.org,Bailey,Clark,1988-09-17,Male,Divorced,1,1,0,1,1,0
victor49,!tG(EyEx1Q,nmartinez@example.com,Brian,Williams,1998-10-02,Female,Married,0,1,0,1,0,0
znelson,+OV04OpMv@,olsonrhonda@example.com,Anthony,Fisher,1984-07-07,Female,Married,1,0,0,1,1,1
hurleyshane,5CX0rVoJ!^,dlowery@example.net,John,Romero,1947-09-16,Female,Divorced,1,0,0,0,1,1
linda84,gc5CP6qf@X,dylanlawrence@example.com,Adrienne,Horton,1988-06-04,Male,Single,0,0,0,0,0,0
jennifermoore,o_7V@LvhWY,wilsonsandra@example.org,Raymond,Phelps,1953-06-03,Female,Single,1,0,1,1,0,1
maymelissa,j0XU@Ibp^F,jennifer40@example.com,Joseph,Garza,1957-04-24,Female,Divorced,1,0,1,0,0,1
erica71,BUR2C5Mn#%,william93@example.net,Karen,Simmons,1947-04-28,Male,Single,1,1,1,0,1,0
heidi66,@@eJq8%n3X,miranda35@example.com,Julie,Castillo,1979-08-15,Female,Divorced,1,0,1,0,1,1
alyssa82,$59RiGoaM8,hhowe@example.org,Joshua,Ward,1972-10-25,Male,Married,0,1,0,1,1,0
mary82,m)+N5I*GJf,braunjason@example.net,Carla,Graves,1952-01-12,Male,Divorced,0,1,1,1,1,0
deanna87,T%9XBmjK(l,hendersonsherry@example.org,Kathy,Dunn,1958-10-21,Female,Married,0,0,1,1,1,0
pricetammy,yS3tgVeg)3,petersonjames@example.net,Danielle,Ramsey,1987-02-01,Male,Married,0,1,0,0,0,1
anthony22,&9*Ew06m@Z,janetperez@example.net,Kevin,Cole,1969-01-31,Other,Divorced,0,1,0,1,0,0
garciajoshua,f3mPWfLo_7,nicholaslevine@example.com,Tiffany,Santana,2006-04-22,Male,Single,1,0,0,0,1,1
samanthakaiser,!5L)P7mXXf,melissafisher@example.com,Jenna,Webb,1974-07-19,Male,Married,1,0,1,0,0,1
nallen,%eO6WoQ95w,kristinwhite@example.org,Theresa,Carr,1986-03-03,Male,Married,1,0,0,1,0,1
juanrussell,_I8gc5MtFe,johnsonkevin@example.com,Jacob,Lee,1966-09-22,Male,Single,1,0,0,0,1,1
stephanie35,K$fW0EwxEv,lhernandez@example.net,Penny,Murphy,1955-03-10,Other,Single,0,0,0,1,1,0
mgeorge,!2MPzTGw*N,jimmy27@example.com,Christopher,Tran,1953-03-11,Other,Divorced,1,1,0,1,1,0
usanchez,Oh7UZN8m__,bwilliams@example.net,Jasmin,Patrick,1992-09-06,Male,Married,1,1,1,0,0,0
julieferguson,UEyj3W0nb),ramirezjennifer@example.org,Tracy,Pratt,1984-03-13,Male,Married,1,0,0,1,1,1
carmenmcmahon,3hwMDuEF$9,james43@example.com,Phillip,Gutierrez,1953-10-30,Female,Married,0,1,1,1,0,1
benjamingriffith,06RLkRVz)r,heathermartin@example.com,Heather,Cole,1953-11-21,Male,Married,0,1,1,0,1,0
jesse24,z^p2Uasc$x,orivera@example.org,Sabrina,Smith,1964-10-02,Female,Divorced,1,0,0,1,0,0
codypatterson,$)5I%Nlo#D,bhaynes@example.net,Joshua,Edwards,1988-04-17,Female,Divorced,1,1,1,1,0,1
daniel71,!1V3_d@jR1,erika54@example.org,Michael,Simpson,1989-06-02,Other,Single,0,0,0,0,1,1
elizabethwilson,E7mZTQ1h_#,cookjames@example.org,Jonathan,Neal,1966-04-29,Female,Single,0,1,0,1,0,0
ctaylor,%$2)FxliaC,isabellachen@example.org,Laura,Adams,1954-02-26,Male,Divorced,1,1,0,0,0,0
gravesnatalie,8^Igqr0l@l,ifrench@example.net,James,Melendez,1997-09-04,Other,Single,1,0,1,0,1,1
michael27,o+7aHHkyN&,deborah11@example.net,Dale,Bright,1957-08-05,Female,Single,0,0,1,1,0,0
jay34,tu0!!IygN),ysmith@example.org,Jodi,Weber,1958-02-11,Other,Married,0,0,1,0,1,1
zachary00,%60R*kxA5i,taylorlauren@example.net,John,Ellis,1960-11-04,Female,Divorced,0,1,0,1,1,1
sanchezrichard,*+Z$Xug070,gregoryfarley@example.com,Crystal,Charles,1945-01-01,Other,Single,1,1,1,1,0,0
vhanson,92*z2V@hvL,morganann@example.net,Leslie,Schaefer,1945-06-12,Female,Single,0,1,0,0,0,0
cruzdaniel,Z9c0RNb6^L,gary45@example.com,Alicia,Jordan,1981-11-04,Other,Divorced,1,1,0,1,1,1
mcdowellaaron,j5^1DHmGo3,randallmark@example.net,Victoria,Schneider,1990-10-26,Male,Married,0,0,1,0,0,0
oliviahernandez,^3%Npeac*(,jacob94@example.net,Matthew,Byrd,1988-04-07,Female,Divorced,1,1,0,0,0,0
fmora,h&3)zQBLrb,garciacynthia@example.com,William,Hill,1960-01-16,Male,Married,1,1,0,1,0,0
greerkaren,G9tF8N_I#r,nicholashawkins@example.org,Bradley,Erickson,1999-11-29,Male,Married,0,0,1,1,1,0
joannegreene,jOwZ9Stq$F,liukayla@example.net,Brandon,Harris,1961-07-02,Female,Single,0,1,0,0,1,1
richard56,*p3PIqix6a,joannarice@example.net,Jeffrey,Davis,1966-01-07,Other,Married,0,1,0,0,0,0
lisamaddox,@*MFzjfs4d,justinroberts@example.net,Christopher,Wilson,1974-05-08,Other,Single,0,1,0,0,1,0
cooleycheryl,+2&!nDavm1,rachelbutler@example.org,Paula,Gutierrez,1977-01-28,Male,Single,1,1,0,1,0,0
danielsharp,0%Q5n_tmZS,julie64@example.net,Veronica,Sparks,1965-10-24,Male,Single,1,1,1,0,0,1
taylortroy,8q3AKEHmt(,velasquezalexandra@example.net,Nicole,Pearson,1998-05-06,Other,Divorced,1,1,0,1,0,0
latoyarush,^7Ls9%Yy6Y,bradleyrogers@example.net,Leon,Gonzales,1993-06-13,Other,Divorced,0,0,0,0,1,0
joseph62,GZ7vKIVg#P,thompsonjoshua@example.net,Laura,Carpenter,1982-03-03,Female,Divorced,0,0,0,0,1,0
floydmaria,#t9LXOaaTi,haynesjesse@example.com,Brian,Dominguez,2006-11-22,Female,Married,0,0,1,0,1,0
williamross,TX91pUfgI_,kmiles@example.com,Jeffery,Brown,1984-09-08,Male,Divorced,1,0,1,1,1,0
gibsonjenna,D6XrG)(w$A,brian04@example.com,Mark,Foster,1958-12-21,Male,Divorced,0,0,0,1,1,1
gking,&1XySSq+_!,jvasquez@example.com,Brooke,West,1976-09-15,Male,Divorced,1,1,1,0,0,1
mollymartinez,3cS#F2Yu!5,vgarcia@example.org,Jason,Phillips,2000-01-30,Female,Divorced,0,0,1,0,1,0
kelleydaniel,2xDxMMjj#d,pthomas@example.org,Charles,Bird,2006-09-24,Female,Divorced,0,0,0,0,0,0
hayden62,#A0CiNv9aN,james83@example.org,Heidi,Higgins,1999-11-26,Male,Single,1,1,0,0,1,0
heather82,@Ge8apBu$q,ppaul@example.com,Melissa,Lopez,1982-11-24,Other,Divorced,1,0,0,0,1,1
wrightjoseph,+w2i*Wvjl@,amberfreeman@example.com,Jessica,Cook,1957-05-15,Other,Divorced,0,1,0,1,0,0
bradleycastaneda,SElT+6Rf%Z,alvarezmathew@example.org,Barbara,Mcdonald,1988-10-15,Other,Divorced,0,0,1,0,1,0
patelchelsea,&9RKAGyaCc,zacharyfry@example.org,Renee,Oconnor,1987-07-01,Female,Married,0,1,1,1,0,0
michael57,!oW24NUsrl,katherine74@example.com,Jennifer,Roberts,1994-05-23,Female,Married,1,1,0,1,0,0
matthewvargas,%2#47uOq5H,troy92@example.net,Frank,Wilson,1978-10-29,Female,Married,1,1,1,0,1,0
justinconner,!ntj6G1o@L,zjones@example.net,Sean,Sullivan,1950-06-04,Female,Single,0,1,0,1,0,1
kellymay,3A#1S8yy(I,smithamber@example.com,Cheyenne,Rogers,1957-04-27,Other,Single,0,1,1,1,0,0
simpsonjoseph,+i&Yth$8f8,mcgrathjonathon@example.org,Sharon,Gutierrez,1991-02-25,Other,Divorced,1,1,1,0,0,0
caldwelldavid,R@2$Rrji$4,donaldboyd@example.org,Donald,Caldwell,1957-05-07,Male,Divorced,0,1,1,1,1,0
ynunez,pE(H5Tin+Y,sullivankeith@example.net,Megan,Phillips,1959-04-21,Male,Married,0,0,0,0,1,1
kimberlypatel,xQZOFRyb%8,angelajones@example.net,Carolyn,Phillips,1956-02-19,Female,Single,0,0,1,1,1,1
tammy57,O23hN+4f^#,amartinez@example.com,Aaron,Kane,2000-08-01,Female,Married,1,0,1,1,1,0
crossbrent,a7zSVoCp&8,bridget68@example.org,Mark,Gillespie,1982-08-03,Other,Single,0,1,1,0,1,0
hclark,q&5wxW2iO+,markwalters@example.org,Kristen,Cook,1993-06-10,Female,Single,0,0,0,1,0,0
cjohnson,$_7FqUrs3u,markmoore@example.com,Mark,Smith,1971-01-27,Other,Divorced,0,1,0,1,1,0
christopherscott,b*!7QWpixJ,cannonthomas@example.com,Caitlyn,Clark,2006-03-14,Female,Married,1,0,1,0,0,1
allisonmathews,#Ol49QkU_i,kmaynard@example.com,Mark,Galvan,1983-01-05,Female,Divorced,0,1,0,1,0,1
brian45,3Xh1ZMIc@A,katie49@example.org,Andrew,Lopez,1976-09-29,Other,Single,0,0,0,1,0,1
qlucas,%cj3XLFyX7,omoore@example.org,Amber,Higgins,1954-01-09,Male,Married,1,1,0,0,0,1
andersonlori,#(63UL_uf#,mperry@example.org,William,Duncan,1948-05-14,Other,Single,1,1,1,0,0,0
yaustin,&76Lm#i3@S,bakerkelly@example.net,Sophia,Wilson,1955-09-18,Male,Single,1,1,1,1,1,0
angela49,!l5MrMwiOB,anthonysmith@example.net,Travis,Thornton,1953-12-21,Female,Divorced,1,0,1,0,1,1
langkevin,(9kP1uBZae,mark85@example.com,Molly,Arnold,1984-01-11,Female,Single,1,1,1,0,0,1
solomonlisa,&12X@ffub3,williamwoods@example.net,Michael,Mathis,1975-03-28,Female,Divorced,0,0,1,1,0,1
jguzman,ao1D0ZChQ(,marquezcindy@example.com,Nathan,Keith,1968-09-18,Male,Single,0,1,1,0,1,0
reginavaldez,#9E_SeDeuv,daniel05@example.net,Barbara,Garcia,1979-06-06,Other,Married,0,1,1,0,1,0
fstark,^yUMiy6I+6,gcarpenter@example.org,Melissa,Steele,2006-07-27,Other,Married,0,1,1,1,0,1
ericmiller,o3!y8WbQ&_,turnertrevor@example.net,Michael,Sheppard,1952-02-23,Female,Single,1,0,1,1,0,1
cadkins,^+BBhu9AB0,jason76@example.org,Randy,Sanchez,1965-08-30,Female,Divorced,0,0,0,1,0,0
yweaver,R7#7Lhgy&e,brewerjames@example.com,Wendy,Ryan,1999-02-03,Other,Divorced,0,1,0,0,1,1
monicamartinez,)1I3a*Z)1A,ycooper@example.net,Kevin,Medina,1977-12-02,Female,Single,1,0,1,1,0,0
sarah77,$8#I@4_eHk,jennifermurphy@example.net,Steve,Davis,2004-02-28,Male,Married,1,0,0,0,1,1
reginaldward,@KmOtbaQL0,debrasanchez@example.com,Nathan,Hood,1953-07-05,Female,Divorced,0,1,1,0,0,0
williamsanita,G2)o5RwvP2,paul99@example.net,Denise,Miller,1947-03-03,Male,Single,0,1,1,0,0,0
josephsmith,Q7!!pVXj^+,nguyenrandall@example.org,Alexis,Anderson,1946-05-19,Male,Divorced,1,0,1,0,1,1
ashley54,)3H*MLJtJf,sharpsara@example.com,Paul,Wheeler,1964-01-03,Other,Divorced,1,1,1,1,0,1
ashlee33,^Nw7WcFc!h,bradley44@example.org,Christopher,Anderson,1994-03-02,Female,Married,1,0,1,1,1,0
keithlara,%2K$Nv%iG%,kimberlypetersen@example.org,Kenneth,Cannon,1973-03-26,Other,Single,0,1,0,1,1,1
kingwilliam,@5&j9Fmw0u,shannonjoyce@example.net,Joseph,Brown,1994-04-19,Other,Divorced,1,0,0,1,0,1
danielle90,Aa%*s3Xf+p,heather27@example.net,Patrick,Andrews,1975-05-23,Other,Divorced,1,1,0,1,1,1
zcook,(xBYYYR$0p,rachel33@example.org,Stacie,Barnes,1989-01-27,Other,Divorced,0,1,0,0,1,0
laura45,Hl10Itx1!4,williamsjennifer@example.com,Natasha,Nunez,2000-04-22,Other,Single,1,0,1,1,0,0
davidjones,DVN9S&0uV&,colton13@example.net,Connie,Howell,1959-06-17,Female,Married,0,1,1,1,1,1
george57,*D(J7*CtH8,perryjuan@example.com,Thomas,Villa,1959-01-22,Female,Married,0,0,0,0,1,0
shannonjohnson,@44WrpFyd%,rmartinez@example.org,Sarah,Rogers,1998-04-06,Female,Single,1,1,1,1,0,0
alejandroaguilar,%9ifZ)^r(y,emilywagner@example.com,James,Gregory,1949-01-04,Female,Single,1,0,1,0,1,0
sharon07,_VTtkTO24z,garciachelsea@example.net,Christopher,Henry,1945-09-29,Female,Married,1,1,1,1,1,0
harrislacey,)8EXLduXVd,lutzjames@example.net,Henry,Adams,1956-11-14,Female,Divorced,1,0,0,1,1,0
vincent87,o4^MbJ2t!x,nicholedelacruz@example.net,Robert,Hernandez,2002-08-20,Other,Divorced,1,1,1,1,0,1
dorispowell,Tq5*8Pt(HY,tdickson@example.com,Melissa,Glenn,1972-12-01,Male,Divorced,0,0,1,0,1,0
littledonna,wJoBBOu0$1,lopezmichelle@example.net,Shane,Webb,1967-11-26,Male,Married,0,1,1,1,1,1
htorres,B9#aFOLn&0,rodriguezsteven@example.com,Nicole,Anderson,1992-09-30,Other,Divorced,0,0,0,0,0,1
adamschaefer,RARHDXiW+6,angelagriffin@example.net,David,Vargas,1966-09-22,Female,Married,1,1,1,1,1,0
xpeterson,B#5JMk^Bsy,christina13@example.org,Michael,Spencer,1983-04-06,Male,Single,1,0,0,0,1,0
laura52,#f&$Td7Ts6,dawn74@example.com,Ernest,Jackson,1993-07-30,Other,Divorced,0,0,1,0,0,1
denise07,Z8Od3nF4*Z,bradleyerica@example.org,Tom,Reynolds,1983-04-04,Other,Single,0,0,0,0,1,1
ismith,)82klBLi5P,lucas06@example.org,Brett,Hooper,1950-12-27,Other,Married,0,1,1,1,0,1
dtucker,)R&khWAr$4,carla97@example.com,Stephen,Cox,1958-04-03,Other,Married,1,1,0,1,0,0
beverly92,@Q1WYgpuDi,gonzalesmary@example.com,Jessica,Townsend,1962-09-11,Female,Divorced,0,1,1,1,1,1
thompsonnathan,#9VAzsZmuC,lopezangela@example.com,William,Harmon,1948-10-02,Male,Married,1,0,1,0,0,1
sarahbrown,EkV75oKo5@,cpatterson@example.net,Carrie,Hayes,1989-09-27,Male,Divorced,1,1,1,1,1,0
jensenmeghan,EhS5^QwqR@,smithmitchell@example.net,Jose,Fisher,2000-10-15,Male,Married,0,1,1,0,0,0
scott79,23(Ai%Hh^o,angela00@example.net,Jessica,Mills,1989-09-10,Female,Divorced,0,1,0,0,1,0
hollysteele,^ti7*0BtBX,vanghenry@example.net,Morgan,Vincent,1977-09-15,Female,Divorced,1,0,0,0,0,0
rcurry,8O+Vm)5l@_,dtorres@example.com,Bradley,Curtis,1981-03-21,Female,Single,0,0,0,0,0,1
brianhoward,N+2dAo8yZg,favila@example.org,Andrew,Reynolds,1971-10-19,Other,Single,0,0,1,0,0,1
cynthia51,u*#0Dwfd*+,lmorales@example.com,Kelly,Ellis,1959-05-11,Other,Divorced,0,0,1,0,0,0
juan08,&14BgWh01z,spearson@example.org,Bonnie,Jenkins,1963-09-11,Male,Married,0,0,1,0,0,0
amberbrown,Fct6OB$#a%,richardwillis@example.com,Donna,Richards,1963-03-03,Male,Married,0,1,0,1,1,1
ann01,@#EDx6JJF7,heather94@example.org,Austin,Taylor,2002-10-02,Other,Single,1,0,0,0,0,0
patricksmith,$&C@c2Fae$,kayla83@example.com,Joseph,Sosa,1997-12-03,Female,Single,0,0,1,1,0,1
huynhmary,hn0+3XiKp+,robertgreen@example.com,William,Williams,1960-10-16,Male,Married,1,0,0,1,1,0
cynthia79,%LJs9Fg!!0,cervanteskevin@example.net,Michael,Brown,2004-12-04,Other,Married,1,0,1,1,1,1
julian60,i0xBfQzV)Q,meganpowell@example.net,Erica,Dunn,1998-10-22,Female,Divorced,0,1,0,1,1,0
xgibson,Tr84L*q+Q@,irwinsherri@example.net,Diane,Patterson,1956-11-28,Female,Married,0,1,0,1,0,1
lisaalvarez,5z6P7MUv(_,nancyjohnson@example.com,Jason,Moses,1979-11-01,Female,Divorced,1,0,0,1,1,1
ryan38,$zjZ7eZt3e,qrodriguez@example.org,Maria,Green,1949-10-29,Other,Divorced,0,1,1,0,1,1
jsmall,5PVjllEU_p,michael29@example.org,Valerie,Smith,1966-04-13,Other,Single,0,1,0,0,0,0
meyersteven,0#40fCpEWv,michelle75@example.org,Ryan,Anderson,1977-01-04,Other,Divorced,1,0,0,0,0,0
deborah86,E@8Rj0!f&9,reynoldsmelissa@example.net,Sally,Dickerson,1985-12-07,Male,Single,1,1,0,1,0,0
tarawheeler,_wl%AoNDW3,ericbridges@example.org,David,Barnes,2000-05-01,Other,Divorced,0,1,1,1,0,0
gjackson,^V5AFsPyg4,dennis75@example.net,Oscar,Mcknight,1944-09-05,Other,Divorced,1,1,1,0,1,0
karendorsey,m^!5pLgK^n,asmith@example.org,Jill,Kim,1978-12-16,Male,Single,1,1,0,1,0,0
ericrodriguez,4F)5QzIiZt,johnmartin@example.org,Maria,Thompson,1995-05-11,Female,Single,0,0,0,1,1,1
nelsonconnie,1IjwUkFa(2,alicia74@example.net,Leah,Cordova,1987-03-17,Other,Married,1,1,1,1,0,0
charles03,@P63^Tqh@X,shellymayo@example.net,Kenneth,Benton,1987-12-30,Male,Married,0,1,1,0,0,0
itodd,*T+Gzg)f)1,nunezjames@example.net,Robert,Archer,1971-08-07,Male,Single,0,1,0,0,0,1
stephaniegomez,_0ZDlZV6I#,alison01@example.org,Dana,Andrews,1970-10-13,Female,Married,1,0,1,1,0,0
mbrown,H!3SknP6S),wallsrandall@example.com,Todd,Martinez,1961-09-01,Male,Single,1,0,1,0,1,0
lindahowell,5RuoWiTn#3,goodwinerin@example.org,Christopher,Castro,1989-11-22,Female,Single,1,1,0,1,1,1
adam16,$9sJl@&m)s,shelby00@example.org,Diane,Brandt,2004-04-28,Female,Single,1,0,0,0,1,0
martinkristin,HuwCp3Ca)^,james15@example.net,Nathan,King,1973-04-30,Other,Single,0,0,0,0,0,1
zhernandez,FaT(5KUb@$,uchristensen@example.org,Mary,Brown,1965-08-05,Other,Divorced,0,0,1,0,0,1
emma99,m1h7TLbh0(,perezsandra@example.com,Shelly,Smith,2000-12-07,Other,Married,1,1,0,1,1,1
richardsjoseph,@MRM)nnbr0,aaronmoore@example.com,Stephanie,Garrett,1997-03-17,Female,Single,0,1,1,0,1,0
yayers,7LrH#Ihv(q,mkelly@example.com,Mitchell,Crawford,2004-08-20,Female,Single,1,0,0,1,1,1
laneryan,$nVmeEHg%4,obaker@example.com,Shelly,Vaughan,1981-08-25,Female,Single,1,0,1,1,1,0
manuel78,K+q2F2hQ((,wromero@example.org,Javier,Gardner,1968-06-27,Female,Single,0,1,0,0,1,1
daviddennis,*KipMbumm8,cassie68@example.net,John,Trujillo,1944-04-02,Female,Single,1,0,0,0,0,1
qboyd,*PL0JySe!A,cheryl77@example.com,Matthew,Blevins,2000-02-18,Other,Married,1,0,1,1,1,1
lorozco,$fU8%GNQ03,kristyjohnson@example.com,Linda,Cole,1965-04-23,Male,Married,0,0,0,0,0,0
patrick52,$4Z9(Ephgz,melissa45@example.org,Christopher,Brewer,1965-10-21,Female,Single,1,0,0,1,0,0
caseykevin,c3kGTy4C+P,qleach@example.org,Carrie,Thomas,1946-12-21,Female,Divorced,1,1,0,0,0,1
richard97,A%8o$DcsMB,mitchellangie@example.net,Robert,Knight,2001-06-05,Male,Divorced,1,1,1,1,1,0
watkinspatricia,%gG8KSXwD9,rgarcia@example.org,Brian,Simmons,1982-03-13,Male,Single,0,0,0,0,1,0
chenbrandon,^xZ8)XNNc5,saraweaver@example.com,David,Davis,1980-12-28,Other,Married,0,1,1,1,1,1
bowenshawn,9%O8EzTpX+,judith42@example.com,Amber,Abbott,1970-01-23,Male,Married,0,0,1,0,1,1
mark24,)UK7DJex$&,charleshardy@example.org,Gabriel,Houston,2006-09-18,Other,Divorced,1,1,1,1,1,1
ginawood,RM*3GWfB6n,khouston@example.com,James,Mills,2006-09-01,Female,Single,0,0,1,0,1,0
elizabethdorsey,+mTDJLuH9c,matthewyoung@example.org,Julie,Graves,1999-07-20,Male,Married,0,1,1,0,1,0
aking,!KGe4BFkdj,whitakermelissa@example.com,Gregory,Warren,1961-09-20,Male,Single,0,1,1,0,0,0
livingstonjustin,+e2SV7psbI,aortega@example.com,Nicole,Cole,1962-09-03,Male,Divorced,0,0,0,0,1,0
yorkkatherine,^ehHc8aH*8,soniamann@example.com,William,Bartlett,2000-07-18,Other,Single,0,1,0,1,0,0
paul14,$5*PDIOpS(,allisonhiggins@example.org,Laura,Miller,1999-05-31,Male,Married,1,1,0,1,0,0
melissa49,q*8CC2fjlI,umiller@example.com,Dustin,Harris,1989-02-26,Other,Single,1,1,0,0,1,0
ffrazier,&T0JNk!@H@,tracy80@example.com,Jacqueline,Clark,1997-05-23,Other,Married,0,1,0,0,0,0
luis99,Za3PTBGi*f,melissataylor@example.com,Donald,White,1979-02-21,Male,Married,1,1,1,1,1,1
sarah25,^b16rJMr^#,edwardsyolanda@example.net,Ashley,Lawrence,1950-08-13,Other,Married,1,1,0,0,0,1
christopherskinner,#0vIbjIyT%,melissaestrada@example.org,David,Trujillo,1964-12-27,Other,Divorced,0,0,1,1,0,1
michellebrown,(g2lYgcXq@,joshuaramirez@example.net,Charles,Henderson,1974-02-20,Other,Single,0,0,1,0,0,1
heather89,_myM9NFn%),gloriagonzalez@example.net,Hannah,Edwards,1960-07-07,Female,Single,1,0,1,1,0,1
sydneybeck,r!d2KOFwQj,sharpautumn@example.net,William,Johnson,1967-10-02,Other,Divorced,0,0,1,1,0,1
watsonwilliam,+I8LfVZaSi,mjohnson@example.net,Brian,Wright,1998-07-01,Male,Single,1,1,1,1,1,1
clarkbailey,&oNLQ*o^6H,levineguy@example.com,Edward,Martinez,1999-04-29,Other,Single,0,1,0,0,1,0
kimberly58,zF46XoYk#9,fberg@example.org,James,Williams,1977-11-26,Other,Married,1,1,0,1,1,0
gouldjessica,@$U2nQ+c8),gary52@example.net,Eric,Johnson,1956-07-23,Female,Married,1,0,1,1,0,0
jacobscody,UW7v(LkR#$,phodge@example.com,John,Thompson,1964-12-02,Other,Divorced,1,0,0,0,0,0
vwilson,&^1#G#xaP3,lindseyarnold@example.net,Joel,Chavez,1998-12-15,Other,Married,0,1,1,0,1,1
johnny36,@8+X+qubXF,ncunningham@example.com,Scott,Moss,2001-08-04,Male,Married,1,1,0,0,1,0
emartin,(lZ5GVJrIY,ewong@example.org,Kelli,Curtis,1944-03-19,Male,Divorced,1,0,0,0,1,1
arielsteele,H7_o7L6nmO,tiffanyhoward@example.org,Tina,Williams,1991-04-06,Other,Divorced,1,0,1,1,0,0
stuart47,S5$&hIVb*c,christopher48@example.org,Wendy,Peterson,1973-12-21,Other,Single,1,0,1,1,0,1
johnsoncheryl,p+4YxfFqrC,markfuller@example.com,Stephanie,Morgan,1956-09-29,Other,Single,1,0,0,0,1,0
todd89,@u8!IT1n@3,jeffrey60@example.com,David,Landry,1975-06-26,Male,Single,1,1,1,1,1,1
fwilliams,0Ez5$R0h^6,zamoraerik@example.com,Charles,Vaughn,1978-12-21,Female,Married,0,0,0,0,0,1
zbuchanan,pQa+6MshXf,francojames@example.com,Sabrina,Ramos,1985-06-20,Male,Married,1,1,0,0,0,1
craigelizabeth,&0S5AZVugu,andreafisher@example.net,Savannah,Shepard,1959-03-25,Female,Married,0,0,0,1,1,0
bryan67,$A5dPz$Z)t,rhunter@example.net,Alec,Clay,1988-04-19,Female,Married,0,0,1,0,0,1
logan20,+V&o2StuRz,sscott@example.net,Lisa,Burns,1983-07-13,Female,Divorced,1,0,0,0,0,1
carol57,FS4ChZH9(+,yhutchinson@example.com,Jeremiah,Rodriguez,1996-07-26,Other,Single,1,0,0,0,1,0
lewisjeffrey,x*^32jQuE#,racheldavis@example.org,Allen,Jones,1955-03-04,Other,Single,0,0,1,0,1,1
